DateUTC,Precipitation [In],Temperature [F]
2013-06-07 11:51:00-05:00,0.0,64.0
2013-06-07 12:51:00-05:00,0.0,66.0
2013-06-07 13:51:00-05:00,0.0,64.9
2013-06-07 14:51:00-05:00,0.0,66.0
2013-06-07 15:51:00-05:00,0.0,66.0
2013-06-07 16:51:00-05:00,0.0,68.0
2013-06-07 17:51:00-05:00,0.0,66.0
2013-06-07 18:51:00-05:00,0.0,64.9
2013-06-07 19:51:00-05:00,0.0,63.0
2013-06-07 20:51:00-05:00,0.0,62.1
2013-06-07 21:51:00-05:00,0.0,61.0
2013-06-07 22:51:00-05:00,0.0,60.1
2013-06-07 23:51:00-05:00,0.0,55.9
2013-06-08 00:51:00-05:00,0.0,55.9
2013-06-08 01:51:00-05:00,0.0,55.9
2013-06-08 02:51:00-05:00,0.0,54.0
2013-06-08 03:51:00-05:00,0.0,53.1
2013-06-08 04:51:00-05:00,0.0,50.0
2013-06-08 05:51:00-05:00,0.0,51.1
2013-06-08 06:51:00-05:00,0.0,55.9
2013-06-08 07:51:00-05:00,0.0,62.1
2013-06-08 08:51:00-05:00,0.0,66.9
2013-06-08 09:51:00-05:00,0.0,69.1
2013-06-08 10:51:00-05:00,0.0,71.1
2013-06-08 11:51:00-05:00,0.0,73.0
2013-06-08 12:51:00-05:00,0.0,73.9
2013-06-08 13:51:00-05:00,0.0,73.0
2013-06-08 14:51:00-05:00,0.0,72.0
2013-06-08 15:51:00-05:00,0.0,72.0
2013-06-08 16:51:00-05:00,0.0,73.0
2013-06-08 17:51:00-05:00,0.0,70.0
2013-06-08 18:51:00-05:00,0.0,66.9
2013-06-08 19:51:00-05:00,0.0,64.9
2013-06-08 20:51:00-05:00,0.0,63.0
2013-06-08 21:51:00-05:00,0.0,61.0
2013-06-08 22:51:00-05:00,0.0,60.1
2013-06-08 23:51:00-05:00,0.0,60.1
2013-06-09 00:51:00-05:00,0.0,60.1
2013-06-09 01:51:00-05:00,0.0,59.0
2013-06-09 02:51:00-05:00,0.0,60.1
2013-06-09 03:51:00-05:00,0.0,59.0
2013-06-09 04:51:00-05:00,0.0,59.0
2013-06-09 05:51:00-05:00,0.0,60.1
2013-06-09 06:51:00-05:00,0.0,62.1
2013-06-09 07:51:00-05:00,0.0,66.9
2013-06-09 08:51:00-05:00,0.0,71.1
2013-06-09 09:51:00-05:00,0.0,75.0
2013-06-09 10:51:00-05:00,0.0,79.0
2013-06-09 11:51:00-05:00,0.0,79.0
2013-06-09 12:51:00-05:00,0.0,80.1
2013-06-09 13:51:00-05:00,0.0,80.1
2013-06-09 14:51:00-05:00,0.0,81.0
2013-06-09 15:51:00-05:00,0.0,80.1
2013-06-09 16:51:00-05:00,0.0,81.0
2013-06-09 17:51:00-05:00,0.0,81.0
2013-06-09 18:51:00-05:00,0.0,80.1
2013-06-09 19:51:00-05:00,0.0,79.0
2013-06-09 20:51:00-05:00,0.0,77.0
2013-06-09 21:51:00-05:00,0.0,77.0
2013-06-09 22:51:00-05:00,0.0,75.0
2013-06-09 23:51:00-05:00,0.0,72.0
2013-06-10 00:51:00-05:00,0.01,70.0
2013-06-10 01:51:00-05:00,0.0,66.9
2013-06-10 02:18:00-05:00,0.0,68.0
2013-06-10 02:46:00-05:00,0.21,66.2
2013-06-10 02:51:00-05:00,0.42,66.0
2013-06-10 02:58:00-05:00,0.09,66.2
2013-06-10 03:34:00-05:00,0.33,64.4
2013-06-10 03:51:00-05:00,0.38,66.0
2013-06-10 04:11:00-05:00,0.01,66.2
2013-06-10 04:51:00-05:00,0.01,64.9
2013-06-10 05:27:00-05:00,0.0,64.4
2013-06-10 05:51:00-05:00,0.0,64.9
2013-06-10 06:28:00-05:00,0.0,64.4
2013-06-10 06:51:00-05:00,0.0,66.0
2013-06-10 07:51:00-05:00,0.0,68.0
2013-06-10 08:13:00-05:00,0.0,68.0
2013-06-10 08:51:00-05:00,0.0,69.1
2013-06-10 09:51:00-05:00,0.0,72.0
2013-06-10 10:31:00-05:00,0.0,71.6
2013-06-10 10:51:00-05:00,0.0,73.9
2013-06-10 11:19:00-05:00,0.0,73.4
2013-06-10 11:51:00-05:00,0.0,73.9
2013-06-10 12:51:00-05:00,0.0,73.0
2013-06-10 13:51:00-05:00,0.04,71.1
2013-06-10 14:51:00-05:00,0.0,72.0
2013-06-10 15:51:00-05:00,0.0,73.0
2013-06-10 16:51:00-05:00,0.0,73.9
2013-06-10 17:51:00-05:00,0.0,72.0
2013-06-10 18:51:00-05:00,0.0,72.0
2013-06-10 19:51:00-05:00,0.0,68.0
2013-06-10 20:51:00-05:00,0.0,62.1
2013-06-10 21:51:00-05:00,0.0,62.1
2013-06-10 22:51:00-05:00,0.0,62.1
2013-06-10 23:51:00-05:00,0.0,61.0
2013-06-11 00:51:00-05:00,0.0,62.1
2013-06-11 01:35:00-05:00,0.0,60.8
2013-06-11 01:51:00-05:00,0.0,62.1
2013-06-11 02:10:00-05:00,0.0,60.8
2013-06-11 02:16:00-05:00,0.0,60.8
2013-06-11 02:45:00-05:00,0.0,60.8
2013-06-11 02:51:00-05:00,0.0,60.1
2013-06-11 03:37:00-05:00,0.0,60.8
2013-06-11 03:44:00-05:00,0.0,60.8
2013-06-11 03:51:00-05:00,0.0,61.0
2013-06-11 03:59:00-05:00,0.0,60.8
2013-06-11 04:51:00-05:00,0.0,61.0
2013-06-11 05:51:00-05:00,0.0,63.0
2013-06-11 06:51:00-05:00,0.0,66.0
2013-06-11 07:51:00-05:00,0.0,70.0
2013-06-11 08:51:00-05:00,0.0,73.9
2013-06-11 09:51:00-05:00,0.0,75.9
2013-06-11 10:51:00-05:00,0.0,79.0
2013-06-11 11:51:00-05:00,0.0,80.1
2013-06-11 12:51:00-05:00,0.0,81.0
2013-06-11 13:51:00-05:00,0.0,82.9
2013-06-11 14:51:00-05:00,0.0,82.0
2013-06-11 15:51:00-05:00,0.01,82.0
2013-06-11 16:08:00-05:00,0.01,80.6
2013-06-11 16:22:00-05:00,0.19,77.0
2013-06-11 16:26:00-05:00,0.22,75.2
2013-06-11 16:51:00-05:00,0.22,75.0
2013-06-11 17:51:00-05:00,0.0,80.1
2013-06-11 18:51:00-05:00,0.0,82.0
2013-06-11 19:51:00-05:00,0.0,81.0
2013-06-11 20:51:00-05:00,0.01,79.0
2013-06-11 21:51:00-05:00,0.0,77.0
2013-06-11 22:51:00-05:00,0.0,73.9
2013-06-11 23:51:00-05:00,0.0,73.0
2013-06-12 00:51:00-05:00,0.0,73.0
2013-06-12 01:51:00-05:00,0.0,71.1
2013-06-12 02:51:00-05:00,0.0,71.1
2013-06-12 03:51:00-05:00,0.0,72.0
2013-06-12 04:51:00-05:00,0.0,70.0
2013-06-12 05:51:00-05:00,0.0,70.0
2013-06-12 06:51:00-05:00,0.0,72.0
2013-06-12 07:51:00-05:00,0.0,72.0
2013-06-12 08:51:00-05:00,0.0,73.9
2013-06-12 09:51:00-05:00,0.0,75.0
2013-06-12 10:51:00-05:00,0.0,77.0
2013-06-12 11:51:00-05:00,0.0,78.1
2013-06-12 12:51:00-05:00,0.0,81.0
2013-06-12 13:51:00-05:00,0.0,82.9
2013-06-12 14:51:00-05:00,0.0,87.1
2013-06-12 15:42:00-05:00,0.0,80.6
2013-06-12 15:51:00-05:00,0.0,79.0
2013-06-12 16:49:00-05:00,0.0,75.2
2013-06-12 16:51:00-05:00,0.0,75.0
2013-06-12 17:29:00-05:00,0.0,71.6
2013-06-12 17:51:00-05:00,0.0,71.1
2013-06-12 18:17:00-05:00,0.09,69.8
2013-06-12 18:34:00-05:00,0.11,71.6
2013-06-12 18:51:00-05:00,0.11,71.1
2013-06-12 19:40:00-05:00,0.03,71.6
2013-06-12 19:51:00-05:00,0.05,72.0
2013-06-12 20:17:00-05:00,0.0,71.6
2013-06-12 20:51:00-05:00,0.0,71.1
2013-06-12 21:15:00-05:00,0.0,71.6
2013-06-12 21:22:00-05:00,0.0,69.8
2013-06-12 21:51:00-05:00,0.01,66.0
2013-06-12 22:51:00-05:00,0.0,64.9
2013-06-12 23:06:00-05:00,0.02,64.4
2013-06-12 23:51:00-05:00,0.07,64.9
2013-06-13 00:51:00-05:00,0.01,64.9
2013-06-13 01:43:00-05:00,0.0,64.4
2013-06-13 01:51:00-05:00,0.0,64.9
2013-06-13 02:25:00-05:00,0.0,62.6
2013-06-13 02:51:00-05:00,0.0,62.1
2013-06-13 03:51:00-05:00,0.0,63.0
2013-06-13 04:25:00-05:00,0.0,64.4
2013-06-13 04:40:00-05:00,0.0,64.4
2013-06-13 04:51:00-05:00,0.0,64.0
2013-06-13 05:04:00-05:00,0.0,62.6
2013-06-13 05:31:00-05:00,0.0,62.6
2013-06-13 05:51:00-05:00,0.0,62.1
2013-06-13 06:41:00-05:00,0.0,62.6
2013-06-13 06:51:00-05:00,0.0,62.1
2013-06-13 07:20:00-05:00,0.0,62.6
2013-06-13 07:37:00-05:00,0.0,62.6
2013-06-13 07:51:00-05:00,0.0,64.0
2013-06-13 08:51:00-05:00,0.0,66.9
2013-06-13 09:51:00-05:00,0.0,69.1
2013-06-13 10:51:00-05:00,0.0,70.0
2013-06-13 11:51:00-05:00,0.0,71.1
2013-06-13 12:51:00-05:00,0.0,71.1
2013-06-13 13:51:00-05:00,0.0,71.1
2013-06-13 14:51:00-05:00,0.0,72.0
2013-06-13 15:51:00-05:00,0.0,70.0
2013-06-13 16:51:00-05:00,0.0,71.1
2013-06-13 17:51:00-05:00,0.0,69.1
2013-06-13 18:51:00-05:00,0.0,66.9
2013-06-13 19:51:00-05:00,0.0,64.0
2013-06-13 20:51:00-05:00,0.0,63.0
2013-06-13 21:51:00-05:00,0.0,62.1
2013-06-13 22:51:00-05:00,0.0,60.1
2013-06-13 23:51:00-05:00,0.0,59.0
2013-06-14 00:51:00-05:00,0.0,59.0
2013-06-14 01:51:00-05:00,0.0,57.9
2013-06-14 02:51:00-05:00,0.0,57.9
2013-06-14 03:51:00-05:00,0.0,57.0
2013-06-14 04:51:00-05:00,0.0,57.0
2013-06-14 05:51:00-05:00,0.0,57.0
2013-06-14 06:51:00-05:00,0.0,59.0
2013-06-14 07:51:00-05:00,0.0,61.0
2013-06-14 08:51:00-05:00,0.0,64.9
2013-06-14 09:51:00-05:00,0.0,66.9
2013-06-14 10:51:00-05:00,0.0,69.1
2013-06-14 11:51:00-05:00,0.0,71.1
2013-06-14 12:51:00-05:00,0.0,72.0
2013-06-14 13:51:00-05:00,0.0,73.0
2013-06-14 14:51:00-05:00,0.0,75.0
2013-06-14 15:51:00-05:00,0.0,75.0
2013-06-14 16:51:00-05:00,0.0,73.0
2013-06-14 17:51:00-05:00,0.0,70.0
2013-06-14 18:51:00-05:00,0.0,66.9
2013-06-14 19:51:00-05:00,0.0,64.0
2013-06-14 20:51:00-05:00,0.0,63.0
2013-06-14 21:51:00-05:00,0.0,63.0
2013-06-14 22:51:00-05:00,0.0,62.1
2013-06-14 23:51:00-05:00,0.0,61.0
2013-06-15 00:51:00-05:00,0.0,61.0
2013-06-15 01:51:00-05:00,0.0,61.0
2013-06-15 02:51:00-05:00,0.0,62.1
2013-06-15 03:51:00-05:00,0.0,63.0
2013-06-15 04:51:00-05:00,0.0,64.0
2013-06-15 05:51:00-05:00,0.0,64.0
2013-06-15 06:51:00-05:00,0.0,66.0
2013-06-15 07:51:00-05:00,0.0,68.0
2013-06-15 08:51:00-05:00,0.0,70.0
2013-06-15 09:51:00-05:00,0.0,69.1
2013-06-15 10:51:00-05:00,0.0,70.0
2013-06-15 11:51:00-05:00,0.01,71.1
2013-06-15 12:51:00-05:00,0.02,72.0
2013-06-15 13:51:00-05:00,0.0,73.9
2013-06-15 14:51:00-05:00,0.0,75.9
2013-06-15 15:51:00-05:00,0.0,78.1
2013-06-15 16:51:00-05:00,0.0,81.0
2013-06-15 17:51:00-05:00,0.0,80.1
2013-06-15 18:51:00-05:00,0.0,79.0
2013-06-15 19:51:00-05:00,0.0,79.0
2013-06-15 20:51:00-05:00,0.0,78.1
2013-06-15 21:51:00-05:00,0.0,77.0
2013-06-15 22:38:00-05:00,0.09,73.4
2013-06-15 22:51:00-05:00,0.09,73.0
2013-06-15 22:54:00-05:00,0.0,73.4
2013-06-15 23:51:00-05:00,0.0,73.9
2013-06-16 00:51:00-05:00,0.0,72.0
2013-06-16 01:51:00-05:00,0.0,70.0
2013-06-16 02:51:00-05:00,0.0,70.0
2013-06-16 03:51:00-05:00,0.0,70.0
2013-06-16 04:51:00-05:00,0.0,71.1
2013-06-16 05:51:00-05:00,0.0,70.0
2013-06-16 06:51:00-05:00,0.0,69.1
2013-06-16 07:51:00-05:00,0.0,72.0
2013-06-16 08:51:00-05:00,0.0,73.0
2013-06-16 09:51:00-05:00,0.0,75.0
2013-06-16 10:51:00-05:00,0.0,78.1
2013-06-16 11:24:00-05:00,0.0,77.0
2013-06-16 11:51:00-05:00,0.0,78.1
2013-06-16 12:51:00-05:00,0.0,80.1
2013-06-16 13:51:00-05:00,0.0,81.0
2013-06-16 14:51:00-05:00,0.0,82.0
2013-06-16 15:51:00-05:00,0.0,82.9
2013-06-16 16:51:00-05:00,0.0,82.9
2013-06-16 17:51:00-05:00,0.0,82.9
2013-06-16 18:51:00-05:00,0.0,82.0
2013-06-16 19:51:00-05:00,0.0,81.0
2013-06-16 20:51:00-05:00,0.0,79.0
2013-06-16 21:51:00-05:00,0.0,78.1
2013-06-16 22:51:00-05:00,0.0,75.0
2013-06-16 23:51:00-05:00,0.0,73.9
2013-06-17 00:51:00-05:00,0.0,73.9
2013-06-17 01:51:00-05:00,0.0,73.9
2013-06-17 02:51:00-05:00,0.0,73.0
2013-06-17 03:51:00-05:00,0.0,70.0
2013-06-17 04:51:00-05:00,0.0,69.1
2013-06-17 05:51:00-05:00,0.0,68.0
2013-06-17 06:51:00-05:00,0.0,70.0
2013-06-17 07:51:00-05:00,0.0,75.0
2013-06-17 08:51:00-05:00,0.0,80.1
2013-06-17 09:51:00-05:00,0.0,81.0
2013-06-17 10:51:00-05:00,0.0,82.9
2013-06-17 11:51:00-05:00,0.0,86.0
2013-06-17 12:51:00-05:00,0.0,86.0
2013-06-17 13:51:00-05:00,0.0,87.1
2013-06-17 14:51:00-05:00,0.0,86.0
2013-06-17 15:51:00-05:00,0.0,87.1
2013-06-17 16:51:00-05:00,0.0,87.1
2013-06-17 17:51:00-05:00,0.0,86.0
2013-06-17 18:51:00-05:00,0.0,86.0
2013-06-17 19:51:00-05:00,0.0,80.1
2013-06-17 20:51:00-05:00,0.1,70.0
2013-06-17 21:51:00-05:00,0.0,64.9
2013-06-17 22:51:00-05:00,0.0,63.0
2013-06-17 23:51:00-05:00,0.0,64.0
2013-06-18 00:51:00-05:00,0.0,63.0
2013-06-18 01:51:00-05:00,0.0,60.1
2013-06-18 02:51:00-05:00,0.0,61.0
2013-06-18 03:51:00-05:00,0.0,59.0
2013-06-18 04:51:00-05:00,0.0,57.9
2013-06-18 05:17:00-05:00,0.0,57.2
2013-06-18 05:22:00-05:00,0.0,57.2
2013-06-18 05:37:00-05:00,0.0,57.2
2013-06-18 05:49:00-05:00,0.0,57.2
2013-06-18 05:51:00-05:00,0.0,57.0
2013-06-18 06:01:00-05:00,0.0,57.2
2013-06-18 06:16:00-05:00,0.0,57.2
2013-06-18 06:51:00-05:00,0.0,57.9
2013-06-18 07:04:00-05:00,0.0,57.2
2013-06-18 07:51:00-05:00,0.01,57.0
2013-06-18 08:10:00-05:00,0.0,57.2
2013-06-18 08:51:00-05:00,0.0,59.0
2013-06-18 09:51:00-05:00,0.0,61.0
2013-06-18 10:51:00-05:00,0.0,61.0
2013-06-18 11:31:00-05:00,0.0,62.6
2013-06-18 11:51:00-05:00,0.0,64.9
2013-06-18 11:59:00-05:00,0.0,66.2
2013-06-18 12:51:00-05:00,0.0,66.9
2013-06-18 13:51:00-05:00,0.0,68.0
2013-06-18 14:51:00-05:00,0.0,69.1
2013-06-18 15:51:00-05:00,0.0,69.1
2013-06-18 16:51:00-05:00,0.0,69.1
2013-06-18 17:51:00-05:00,0.0,66.9
2013-06-18 18:51:00-05:00,0.0,64.9
2013-06-18 19:51:00-05:00,0.0,63.0
2013-06-18 20:51:00-05:00,0.0,61.0
2013-06-18 21:51:00-05:00,0.0,60.1
2013-06-18 22:51:00-05:00,0.0,59.0
2013-06-18 23:51:00-05:00,0.0,59.0
2013-06-19 00:51:00-05:00,0.0,59.0
2013-06-19 01:51:00-05:00,0.0,59.0
2013-06-19 02:51:00-05:00,0.0,59.0
2013-06-19 03:51:00-05:00,0.0,57.9
2013-06-19 04:51:00-05:00,0.0,59.0
2013-06-19 05:51:00-05:00,0.0,59.0
2013-06-19 06:51:00-05:00,0.0,62.1
2013-06-19 07:51:00-05:00,0.0,64.0
2013-06-19 08:51:00-05:00,0.0,66.9
2013-06-19 09:51:00-05:00,0.0,68.0
2013-06-19 10:51:00-05:00,0.0,72.0
2013-06-19 11:51:00-05:00,0.0,72.0
2013-06-19 12:51:00-05:00,0.0,73.0
2013-06-19 13:51:00-05:00,0.0,73.9
2013-06-19 14:51:00-05:00,0.0,75.0
2013-06-19 15:51:00-05:00,0.0,73.9
2013-06-19 16:51:00-05:00,0.0,73.0
2013-06-19 17:51:00-05:00,0.0,73.0
2013-06-19 18:51:00-05:00,0.0,72.0
2013-06-19 19:51:00-05:00,0.0,70.0
2013-06-19 20:51:00-05:00,0.0,66.9
2013-06-19 21:51:00-05:00,0.0,64.9
2013-06-19 22:51:00-05:00,0.0,64.9
2013-06-19 23:51:00-05:00,0.0,64.0
2013-06-20 00:51:00-05:00,0.0,64.0
2013-06-20 01:51:00-05:00,0.0,64.0
2013-06-20 02:51:00-05:00,0.0,63.0
2013-06-20 03:51:00-05:00,0.0,63.0
2013-06-20 04:51:00-05:00,0.0,63.0
2013-06-20 05:51:00-05:00,0.0,64.0
2013-06-20 06:51:00-05:00,0.0,66.9
2013-06-20 07:51:00-05:00,0.0,72.0
2013-06-20 08:51:00-05:00,0.0,75.9
2013-06-20 09:51:00-05:00,0.0,79.0
2013-06-20 10:51:00-05:00,0.0,80.1
2013-06-20 11:51:00-05:00,0.0,82.0
2013-06-20 12:51:00-05:00,0.0,82.9
2013-06-20 13:51:00-05:00,0.0,82.0
2013-06-20 14:51:00-05:00,0.0,84.0
2013-06-20 15:51:00-05:00,0.0,84.0
2013-06-20 16:51:00-05:00,0.0,84.9
2013-06-20 17:51:00-05:00,0.0,82.9
2013-06-20 18:51:00-05:00,0.0,81.0
2013-06-20 19:51:00-05:00,0.0,79.0
2013-06-20 20:51:00-05:00,0.0,75.9
2013-06-20 21:51:00-05:00,0.0,75.0
2013-06-20 22:51:00-05:00,0.0,75.0
2013-06-20 23:51:00-05:00,0.0,77.0
2013-06-21 00:51:00-05:00,0.0,75.9
2013-06-21 01:51:00-05:00,0.0,75.0
2013-06-21 02:51:00-05:00,0.0,73.9
2013-06-21 03:51:00-05:00,0.0,75.0
2013-06-21 04:51:00-05:00,0.0,73.9
2013-06-21 05:51:00-05:00,0.0,73.9
2013-06-21 06:51:00-05:00,0.0,75.0
2013-06-21 07:51:00-05:00,0.0,78.1
2013-06-21 08:51:00-05:00,0.0,80.1
2013-06-21 09:51:00-05:00,0.0,82.0
2013-06-21 10:51:00-05:00,0.0,84.0
2013-06-21 11:51:00-05:00,0.0,84.9
2013-06-21 12:51:00-05:00,0.0,84.0
2013-06-21 13:19:00-05:00,0.0,75.2
2013-06-21 13:25:00-05:00,0.0,75.2
2013-06-21 13:51:00-05:00,0.0,71.1
2013-06-21 14:01:00-05:00,0.0,71.6
2013-06-21 14:21:00-05:00,0.01,69.8
2013-06-21 14:42:00-05:00,0.04,71.6
2013-06-21 14:51:00-05:00,0.06,71.1
2013-06-21 15:13:00-05:00,0.03,71.6
2013-06-21 15:51:00-05:00,0.05,73.0
2013-06-21 16:51:00-05:00,0.0,73.9
2013-06-21 17:51:00-05:00,0.0,75.9
2013-06-21 18:51:00-05:00,0.0,75.9
2013-06-21 19:51:00-05:00,0.0,75.9
2013-06-21 20:51:00-05:00,0.0,75.0
2013-06-21 21:51:00-05:00,0.0,73.9
2013-06-21 22:51:00-05:00,0.0,73.9
2013-06-21 23:51:00-05:00,0.0,75.0
2013-06-22 00:51:00-05:00,0.0,75.9
2013-06-22 01:51:00-05:00,0.0,75.0
2013-06-22 02:51:00-05:00,0.0,75.0
2013-06-22 03:51:00-05:00,0.0,75.0
2013-06-22 04:34:00-05:00,0.0,75.2
2013-06-22 04:51:00-05:00,0.0,75.0
2013-06-22 05:51:00-05:00,0.0,73.0
2013-06-22 06:51:00-05:00,0.0,72.0
2013-06-22 07:51:00-05:00,0.0,72.0
2013-06-22 08:51:00-05:00,0.0,75.0
2013-06-22 09:51:00-05:00,0.0,77.0
2013-06-22 10:51:00-05:00,0.0,78.1
2013-06-22 11:51:00-05:00,0.0,81.0
2013-06-22 12:51:00-05:00,0.0,78.1
2013-06-22 13:51:00-05:00,0.0,75.9
2013-06-22 14:51:00-05:00,0.0,77.0
2013-06-22 15:51:00-05:00,0.0,79.0
2013-06-22 16:51:00-05:00,0.0,80.1
2013-06-22 17:51:00-05:00,0.0,79.0
2013-06-22 18:51:00-05:00,0.0,80.1
2013-06-22 19:51:00-05:00,0.0,79.0
2013-06-22 20:51:00-05:00,0.0,75.9
2013-06-22 21:51:00-05:00,0.0,73.9
2013-06-22 22:51:00-05:00,0.0,73.0
2013-06-22 23:51:00-05:00,0.0,72.0
2013-06-23 00:51:00-05:00,0.0,70.0
2013-06-23 01:51:00-05:00,0.0,70.0
2013-06-23 02:51:00-05:00,0.0,70.0
2013-06-23 03:51:00-05:00,0.0,70.0
2013-06-23 04:51:00-05:00,0.0,69.1
2013-06-23 05:51:00-05:00,0.0,69.1
2013-06-23 06:51:00-05:00,0.0,69.1
2013-06-23 07:51:00-05:00,0.0,73.0
2013-06-23 08:51:00-05:00,0.0,75.9
2013-06-23 09:51:00-05:00,0.0,78.1
2013-06-23 10:51:00-05:00,0.0,81.0
2013-06-23 11:51:00-05:00,0.0,84.0
2013-06-23 12:51:00-05:00,0.0,86.0
2013-06-23 13:51:00-05:00,0.0,87.1
2013-06-23 14:51:00-05:00,0.0,84.9
2013-06-23 15:51:00-05:00,0.0,88.0
2013-06-23 16:29:00-05:00,0.0,87.8
2013-06-23 16:51:00-05:00,0.0,81.0
2013-06-23 17:51:00-05:00,0.0,80.1
2013-06-23 18:20:00-05:00,0.0,78.8
2013-06-23 18:51:00-05:00,0.0,80.1
2013-06-23 19:51:00-05:00,0.0,80.1
2013-06-23 20:51:00-05:00,0.0,80.1
2013-06-23 21:51:00-05:00,0.0,78.1
2013-06-23 22:51:00-05:00,0.0,77.0
2013-06-23 23:51:00-05:00,0.0,75.9
2013-06-24 00:51:00-05:00,0.0,75.0
2013-06-24 01:51:00-05:00,0.0,73.9
2013-06-24 02:51:00-05:00,0.0,73.0
2013-06-24 03:51:00-05:00,0.0,72.0
2013-06-24 04:25:00-05:00,0.0,71.6
2013-06-24 04:51:00-05:00,0.0,72.0
2013-06-24 05:30:00-05:00,0.0,71.6
2013-06-24 05:51:00-05:00,0.0,72.0
2013-06-24 06:51:00-05:00,0.0,73.0
2013-06-24 07:51:00-05:00,0.0,73.0
2013-06-24 08:51:00-05:00,0.0,73.0
2013-06-24 09:51:00-05:00,0.0,73.0
2013-06-24 10:51:00-05:00,0.0,73.0
2013-06-24 11:51:00-05:00,0.0,75.9
2013-06-24 12:51:00-05:00,0.0,82.9
2013-06-24 13:51:00-05:00,0.0,84.0
2013-06-24 14:51:00-05:00,0.0,84.0
2013-06-24 15:51:00-05:00,0.0,84.0
2013-06-24 16:51:00-05:00,0.0,84.0
2013-06-24 17:51:00-05:00,0.0,84.9
2013-06-24 18:00:00-05:00,0.0,84.2
2013-06-24 18:04:00-05:00,0.0,75.2
2013-06-24 18:09:00-05:00,0.06,71.6
2013-06-24 18:14:00-05:00,0.1,69.8
2013-06-24 18:18:00-05:00,0.1,69.8
2013-06-24 18:42:00-05:00,0.13,69.8
2013-06-24 18:51:00-05:00,0.13,69.1
2013-06-24 19:51:00-05:00,0.01,69.1
2013-06-24 20:51:00-05:00,0.0,69.1
2013-06-24 21:51:00-05:00,0.0,69.1
2013-06-24 22:51:00-05:00,0.0,69.1
2013-06-24 23:51:00-05:00,0.0,70.0
2013-06-25 00:51:00-05:00,0.0,70.0
2013-06-25 01:25:00-05:00,0.0,69.8
2013-06-25 01:51:00-05:00,0.0,71.1
2013-06-25 02:26:00-05:00,0.0,71.6
2013-06-25 02:51:00-05:00,0.0,73.0
2013-06-25 03:51:00-05:00,0.0,73.0
2013-06-25 04:08:00-05:00,0.0,71.6
2013-06-25 04:51:00-05:00,0.0,73.0
2013-06-25 05:25:00-05:00,0.0,71.6
2013-06-25 05:51:00-05:00,0.0,73.0
2013-06-25 06:30:00-05:00,0.0,73.4
2013-06-25 06:51:00-05:00,0.0,73.0
2013-06-25 07:51:00-05:00,0.0,72.0
2013-06-25 08:51:00-05:00,0.0,75.0
2013-06-25 09:51:00-05:00,0.0,78.1
2013-06-25 10:51:00-05:00,0.0,79.0
2013-06-25 11:04:00-05:00,0.0,78.8
2013-06-25 11:51:00-05:00,0.0,80.1
2013-06-25 12:51:00-05:00,0.0,82.0
2013-06-25 13:51:00-05:00,0.0,86.0
2013-06-25 14:51:00-05:00,0.0,84.9
2013-06-25 15:51:00-05:00,0.0,87.1
2013-06-25 16:51:00-05:00,0.0,86.0
2013-06-25 17:51:00-05:00,0.0,84.9
2013-06-25 18:51:00-05:00,0.0,84.0
2013-06-25 19:17:00-05:00,0.0,82.4
2013-06-25 19:51:00-05:00,0.0,82.0
2013-06-25 20:20:00-05:00,0.0,77.0
2013-06-25 20:38:00-05:00,0.0,77.0
2013-06-25 20:51:00-05:00,0.0,77.0
2013-06-25 21:51:00-05:00,0.0,79.0
2013-06-25 22:51:00-05:00,0.0,75.9
2013-06-25 23:51:00-05:00,0.0,75.0
2013-06-26 00:51:00-05:00,0.0,73.9
2013-06-26 01:51:00-05:00,0.0,73.0
2013-06-26 02:51:00-05:00,0.0,72.0
2013-06-26 03:51:00-05:00,0.0,72.0
2013-06-26 04:51:00-05:00,0.01,72.0
2013-06-26 05:34:00-05:00,0.0,71.6
2013-06-26 05:51:00-05:00,0.0,71.1
2013-06-26 06:18:00-05:00,0.0,69.8
2013-06-26 06:51:00-05:00,0.0,71.1
2013-06-26 07:39:00-05:00,0.0,69.8
2013-06-26 07:51:00-05:00,0.01,68.0
2013-06-26 08:51:00-05:00,0.09,68.0
2013-06-26 09:04:00-05:00,0.0,68.0
2013-06-26 09:51:00-05:00,0.0,70.0
2013-06-26 10:21:00-05:00,0.01,69.8
2013-06-26 10:51:00-05:00,0.05,70.0
2013-06-26 11:51:00-05:00,0.03,72.0
2013-06-26 12:51:00-05:00,0.0,75.9
2013-06-26 13:51:00-05:00,0.0,77.0
2013-06-26 14:51:00-05:00,0.0,78.1
2013-06-26 15:51:00-05:00,0.0,79.0
2013-06-26 16:51:00-05:00,0.0,79.0
2013-06-26 17:51:00-05:00,0.0,80.1
2013-06-26 18:51:00-05:00,0.0,81.0
2013-06-26 19:51:00-05:00,0.0,75.9
2013-06-26 20:51:00-05:00,0.0,73.9
2013-06-26 21:09:00-05:00,0.0,75.2
2013-06-26 21:43:00-05:00,0.0,73.4
2013-06-26 21:51:00-05:00,0.0,73.9
2013-06-26 22:51:00-05:00,0.0,73.0
2013-06-26 23:51:00-05:00,0.0,72.0
2013-06-27 00:51:00-05:00,0.0,71.1
2013-06-27 01:51:00-05:00,0.0,68.0
2013-06-27 02:51:00-05:00,0.0,68.0
2013-06-27 03:51:00-05:00,0.0,66.9
2013-06-27 04:51:00-05:00,0.0,66.9
